29,29,33,21,24,27,28,42,28,22,34,36,51,55,49,64,64,65,65,59,94,99,72,65,79,62,39,37,34,41,33,52,53,55,55,65,62,96,101,97,
48,49,46,29,29,51,37,28,27,30,37,30,44,50,45,84,58,47,48,66,41,19,44,54,49,87,97,61,30,29,23,19,14,7,5,8,6,3,1,2,
39,29,26,17,11,27,21,28,26,24,30,20,34,29,51,58,47,51,36,30,40,21,42,39,52,55,76,49,40,15,5,9,7,6,9,8,13,4,0,1,
0,7,6,11,5,4,1,7,11,1,2,7,6,4,6,16,11,17,16,17,14,11,4,0,3,0,2,2,0,3,4,4,1,2,2,0,1,1,1,2,
62,112,93,75,92,150,171,176,169,171,203,178,128,125,126,82,67,50,41,48,49,34,31,32,75,114,117,65,21,10,17,40,37,14,20,34,37,45,59,48,
10,5,2,4,6,8,6,1,4,1,4,5,15,16,12,15,12,15,22,19,31,31,33,15,9,10,10,7,2,3,6,6,12,6,23,20,17,11,20,11,
7,6,10,4,2,7,2,0,13,12,5,4,2,0,13,30,17,7,4,11,10,9,10,10,6,8,8,6,6,7,0,8,12,10,7,7,11,11,22,22,
244,401,313,207,315,527,566,653,719,714,753,636,435,352,380,316,225,154,124,104,95,77,92,111,208,337,357,184,48,38,69,78,95,79,89,116,149,191,170,189,
84,174,169,89,134,230,221,248,221,250,244,221,148,130,138,111,63,52,37,45,45,24,27,40,100,133,136,89,20,23,21,38,49,41,46,42,56,81,93,97,
46,53,36,19,21,27,29,44,39,28,31,36,35,48,71,74,64,41,52,63,44,31,51,57,33,65,68,62,34,22,34,15,9,9,5,6,7,8,3,1,
11,7,7,7,6,8,2,13,13,9,3,2,10,11,7,4,9,7,7,5,15,25,19,21,12,18,10,6,9,11,9,5,10,22,14,21,17,24,20,9,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15,7,1,1,2,3,2,3,3,7,1,5,4,8,26,20,12,14,11,1,3,2,2,0,2,2,0,1,3,19,23,13,3,0,0,0,1,0,1,1,
26,31,42,39,20,20,23,33,23,30,11,16,20,23,32,62,50,27,19,29,28,28,16,11,11,7,8,15,22,10,6,4,19,11,12,10,13,26,29,31,
71,103,101,48,42,53,61,45,57,58,69,65,61,72,93,142,123,96,77,84,79,49,72,79,82,102,106,88,51,33,39,31,36,26,17,22,24,33,42,40,
110,177,161,102,96,172,192,224,229,251,281,214,139,140,133,109,80,52,52,51,62,53,34,37,107,137,107,63,31,24,28,37,54,43,36,55,57,59,74,78,
0,1,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,1,
20,12,12,11,5,7,11,14,12,14,10,16,13,10,25,23,21,17,17,14,15,10,11,21,17,25,28,22,12,9,9,13,6,2,5,3,1,1,0,0,
