24,35,38,25,24,33,24,39,39,27,33,37,58,62,47,73,54,73,75,54,109,126,71,66,73,81,58,40,29,36,38,48,63,57,60,74,74,102,113,96,
56,48,33,23,21,33,35,36,30,22,31,29,44,44,60,66,69,58,50,46,43,23,48,76,47,83,84,59,31,26,25,12,15,7,6,12,4,3,1,0,
18,40,29,15,15,17,29,18,17,23,19,29,22,33,40,61,34,32,39,47,39,22,35,33,38,52,77,56,27,8,6,7,12,4,5,5,3,2,1,1,
5,6,3,7,6,6,7,9,6,0,1,6,5,6,15,10,15,11,12,19,7,5,2,0,1,1,0,1,1,3,4,2,2,1,1,0,0,2,1,2,
72,105,109,75,99,130,145,152,143,182,187,156,129,100,100,85,58,31,43,35,47,27,26,28,64,103,92,46,23,12,21,32,32,21,26,33,31,56,42,40,
2,3,5,4,3,8,3,1,3,2,4,5,12,14,8,10,11,15,19,18,27,21,20,21,12,6,10,4,7,7,8,10,7,9,17,14,13,9,12,12,
5,6,6,3,2,4,3,3,4,10,5,2,0,4,17,30,13,4,5,4,11,9,7,13,7,4,6,3,10,4,4,5,13,10,3,5,9,20,14,22,
237,404,317,203,302,587,619,712,726,743,750,657,438,391,404,335,254,140,108,110,98,79,99,115,252,346,359,204,47,50,58,84,116,94,104,122,154,161,181,202,
80,142,139,84,113,169,185,208,215,220,261,196,134,117,128,85,64,52,52,41,53,24,34,17,82,121,127,69,21,19,22,30,45,38,25,43,55,67,75,83,
40,49,40,25,25,29,22,30,37,41,45,28,41,45,62,79,60,53,47,46,40,23,41,46,57,69,75,50,32,29,30,23,11,8,8,4,12,6,1,1,
9,10,6,6,5,2,1,11,11,5,7,4,10,5,5,5,7,3,4,4,15,27,30,14,11,6,4,3,5,11,6,6,7,12,15,20,17,19,21,8,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10,10,7,2,0,1,4,4,1,8,4,5,7,9,18,21,12,12,13,6,1,4,0,0,1,5,3,2,4,13,25,15,1,1,0,3,1,0,1,0,
38,31,49,30,22,23,19,24,26,23,19,25,25,19,40,61,40,33,18,32,24,25,17,13,13,6,10,11,19,7,6,8,18,14,7,13,14,27,37,30,
92,99,82,64,51,66,60,72,76,60,61,76,79,82,101,155,125,96,75,117,83,60,75,82,74,84,108,95,61,42,32,35,36,25,20,20,23,36,40,47,
109,197,171,108,117,196,206,228,249,246,281,225,129,133,131,116,89,85,51,56,55,41,37,49,98,158,129,88,30,21,23,40,34,31,47,46,62,82,93,85,
0,1,1,0,1,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,2,1,
25,17,23,10,5,17,11,10,14,10,10,10,12,9,32,18,18,13,17,12,12,8,18,19,15,37,27,26,16,9,17,11,5,1,1,3,1,2,1,0,
