32,33,37,29,26,36,23,41,42,28,43,43,67,51,49,87,66,58,70,73,104,108,87,65,76,79,52,38,28,30,32,46,64,50,54,65,76,122,110,87,
57,55,48,26,25,30,35,33,39,29,54,32,44,41,63,64,69,50,52,71,47,31,55,74,63,78,90,58,36,34,28,12,14,5,3,8,7,4,2,1,
26,22,20,18,9,18,27,28,16,17,19,22,29,33,40,52,38,32,30,31,27,24,27,28,28,50,49,46,21,10,5,4,8,6,6,7,8,5,2,0,
3,4,6,6,7,5,5,11,6,2,2,5,4,4,3,15,9,17,18,9,15,7,2,0,0,2,1,0,1,4,4,1,3,1,1,0,1,0,0,3,
60,96,76,61,78,128,129,163,149,165,173,142,108,96,77,62,49,31,27,32,36,30,26,34,68,92,71,48,18,14,13,20,26,19,18,20,21,40,37,40,
6,4,3,3,3,5,9,3,1,3,2,2,8,11,13,7,10,23,14,12,20,26,21,17,9,9,7,4,3,8,8,5,5,19,10,16,15,11,14,13,
2,7,10,3,1,3,0,2,6,13,3,2,1,0,14,22,16,6,3,4,5,5,6,7,10,4,6,5,8,8,2,7,10,6,4,4,3,18,18,15,
250,407,342,223,319,572,605,716,732,764,785,682,430,373,423,354,250,160,130,104,100,78,102,105,253,376,373,201,51,44,57,97,112,92,115,139,152,167,199,182,
78,158,143,77,110,181,162,205,197,195,246,200,121,122,136,91,61,50,36,50,41,34,38,39,85,100,129,86,22,16,27,30,48,40,31,30,59,69,73,88,
43,64,50,28,22,32,32,26,34,34,28,30,36,35,65,61,58,53,51,53,46,22,39,47,40,72,80,52,33,27,23,19,10,12,7,6,7,2,1,0,
2,10,7,3,4,4,2,10,12,0,2,5,9,11,7,8,3,4,10,1,20,27,18,21,13,13,13,6,6,9,12,8,7,15,22,19,17,13,19,16,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,5,6,4,1,2,6,2,1,4,2,4,4,11,23,31,13,8,10,4,1,1,3,0,1,3,3,7,9,9,23,15,0,1,0,3,1,0,0,0,
31,27,43,34,24,20,14,19,22,29,13,24,22,22,38,56,39,25,19,30,28,21,15,16,9,9,9,17,23,7,9,14,17,12,7,14,11,34,28,44,
86,95,77,65,44,58,61,56,64,72,62,58,72,85,95,155,132,94,84,86,102,56,69,84,83,100,124,106,56,39,45,37,30,22,19,25,30,38,46,50,
119,195,176,100,123,204,254,227,259,254,271,223,173,160,134,112,92,73,56,66,57,40,31,37,96,145,135,66,28,23,28,42,59,33,41,59,63,69,86,90,
0,0,0,0,2,0,1,1,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,3,2,0,0,0,0,0,0,0,1,1,
21,21,14,4,13,23,8,16,15,11,13,17,17,18,27,33,17,28,18,21,16,14,21,18,11,29,27,17,19,14,9,15,4,0,7,2,2,2,0,0,
