24,39,25,19,31,36,23,45,40,25,37,45,59,58,52,73,56,63,77,47,85,111,76,64,75,72,61,39,36,37,33,34,60,51,59,67,69,110,124,109,
46,57,33,15,22,38,41,45,37,47,57,49,63,73,91,107,87,97,74,53,40,30,55,58,55,82,96,51,43,31,23,14,16,8,10,8,8,3,0,2,
39,28,29,11,15,25,17,18,23,34,39,45,49,42,59,80,64,48,49,41,36,16,38,43,30,51,56,50,27,12,3,7,9,3,3,6,6,3,1,0,
0,5,8,5,5,7,2,5,7,2,1,3,8,10,8,10,5,6,10,18,18,8,6,1,6,0,0,1,1,2,5,2,1,1,1,0,0,1,2,2,
72,104,91,67,86,150,128,156,172,164,201,151,124,99,106,76,58,64,39,41,31,20,24,28,68,100,89,60,17,17,27,17,29,25,20,30,29,39,31,34,
6,6,5,3,3,6,4,1,1,1,4,6,12,10,7,18,16,23,19,13,33,33,25,16,9,6,5,3,5,2,5,3,10,11,11,15,15,9,22,5,
4,7,7,2,4,2,3,4,8,11,7,3,2,2,9,36,30,4,1,6,7,4,5,5,4,5,1,9,6,4,0,6,9,6,3,11,16,13,19,18,
222,439,331,198,328,598,632,704,682,776,801,676,403,376,428,347,247,147,106,116,109,76,97,109,278,351,387,199,53,43,55,94,121,93,106,110,145,183,191,208,
79,128,151,92,100,152,165,229,212,211,240,197,145,121,123,99,84,54,54,46,52,33,37,24,78,135,126,78,20,16,16,41,41,28,34,50,66,63,71,70,
40,55,42,29,26,28,35,36,25,46,54,49,58,68,101,120,101,82,88,61,48,26,37,52,55,71,77,57,28,26,31,28,20,8,5,7,9,5,3,0,
8,4,5,9,4,3,3,13,10,7,3,2,8,11,5,2,5,7,3,5,21,20,15,18,9,14,5,3,4,10,14,14,12,15,21,17,22,22,13,16,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,11,8,3,2,1,3,4,3,6,3,3,9,17,27,28,19,18,15,3,2,3,1,2,2,2,3,7,3,12,34,10,1,2,0,0,2,2,1,0,
34,31,42,41,22,19,15,17,24,30,23,27,34,29,40,74,42,25,24,27,31,26,25,18,11,8,9,16,22,9,11,10,18,12,8,9,10,27,29,31,
89,86,90,66,36,59,60,54,70,0,0,0,0,0,0,0,0,0,0,90,79,60,72,79,70,83,117,90,57,38,26,38,31,32,19,22,18,42,30,41,
133,186,173,116,117,184,229,215,268,262,248,235,170,157,152,140,109,74,69,66,58,48,29,60,80,146,112,65,30,30,27,46,39,35,42,60,57,69,99,93,
1,1,1,0,2,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,
17,16,17,8,8,13,13,12,13,0,0,0,0,0,0,0,0,0,0,14,15,10,18,15,15,36,25,29,11,10,17,7,0,3,3,5,1,2,0,1,
