25,32,37,30,32,40,29,41,47,37,46,54,64,71,63,89,75,73,90,66,93,95,73,70,83,73,53,32,24,30,37,51,60,59,59,76,77,96,134,81,
54,54,39,32,18,44,33,36,25,28,41,40,42,47,63,71,52,50,52,67,42,32,53,60,53,71,95,55,37,31,29,21,8,6,0,5,8,2,0,0,
33,28,27,14,13,22,23,21,21,18,27,18,26,26,46,54,47,35,32,40,37,11,32,45,31,47,62,39,28,17,4,7,14,8,10,11,5,2,1,0,
4,4,7,6,7,6,2,3,5,1,5,6,6,5,6,16,13,20,16,11,12,6,4,1,0,0,0,2,1,4,3,0,1,1,0,1,1,0,2,3,
69,107,97,65,83,125,123,152,172,199,209,190,134,104,111,88,59,56,40,36,40,26,16,23,75,106,95,42,17,18,17,21,35,15,26,32,34,34,37,40,
8,6,3,2,4,6,2,2,1,1,2,7,12,9,10,11,14,20,23,20,35,27,23,13,8,11,6,6,5,8,6,5,6,8,9,15,12,24,14,16,
7,5,5,4,2,2,4,5,11,11,8,3,3,2,12,33,30,8,3,7,8,6,7,11,5,7,4,5,8,4,3,4,7,6,6,6,4,8,19,10,
244,426,327,213,314,605,613,729,709,920,964,832,517,481,490,382,284,172,125,110,108,85,94,113,244,368,361,216,51,45,66,92,114,92,96,130,170,177,163,230,
85,142,136,92,111,159,194,183,217,255,293,211,163,136,153,122,78,68,57,48,43,37,39,36,89,114,117,85,30,14,21,38,44,32,48,47,48,75,71,78,
56,47,39,17,17,39,29,36,44,23,39,33,43,47,59,60,64,58,45,53,45,26,48,48,49,71,75,54,41,24,29,17,9,5,7,3,6,8,0,2,
4,4,5,2,2,2,5,10,10,3,4,3,15,11,7,6,5,5,1,3,18,27,20,14,9,10,9,3,7,11,10,4,9,14,19,12,15,12,19,8,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,7,4,1,1,2,3,1,2,4,0,0,5,9,14,20,13,8,10,3,3,2,2,0,1,1,4,6,4,11,27,12,2,1,0,0,1,0,0,1,
18,37,46,32,24,21,19,21,29,31,16,21,34,29,39,56,52,23,34,30,24,15,17,14,9,9,12,23,22,8,9,12,19,18,5,8,9,24,41,34,
72,102,100,68,54,53,62,64,62,77,49,59,66,79,109,170,110,89,83,93,79,68,74,83,85,115,103,96,48,40,34,40,39,21,23,20,25,45,40,35,
121,183,171,101,119,188,217,238,229,0,0,0,0,0,0,0,0,0,0,51,64,50,44,40,85,132,147,66,24,23,21,37,46,43,31,48,56,84,92,91,
0,2,1,0,1,0,1,5,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,
14,17,14,5,9,7,14,12,12,14,15,14,15,17,26,32,26,27,17,9,14,10,14,21,19,26,26,27,15,9,9,11,4,4,6,3,2,3,3,1,
